id,CalendarDate,DayWeek,TypeDay
1650,"2022-07-08",Пятница,Рабочий день
1651,"2022-07-09",Суббота,Выходной день
1652,"2022-07-10",Воскресенье,Выходной день
1653,"2022-07-11",Понедельник,Рабочий день
1654,"2022-07-12",Вторник,Рабочий день
1655,"2022-07-13",Среда,Рабочий день
1656,"2022-07-14",Четверг,Рабочий день
1657,"2022-07-15",Пятница,Рабочий день
1658,"2022-07-16",Суббота,Выходной день
1659,"2022-07-17",Воскресенье,Выходной день
1660,"2022-07-18",Понедельник,Рабочий день
1661,"2022-07-19",Вторник,Рабочий день
1662,"2022-07-20",Среда,Рабочий день
1663,"2022-07-21",Четверг,Рабочий день
1664,"2022-07-22",Пятница,Рабочий день
1665,"2022-07-23",Суббота,Выходной день
1666,"2022-07-24",Воскресенье,Выходной день
1667,"2022-07-25",Понедельник,Рабочий день
1668,"2022-07-26",Вторник,Рабочий день
1669,"2022-07-27",Среда,Рабочий день
1670,"2022-07-28",Четверг,Рабочий день
1671,"2022-07-29",Пятница,Рабочий день
1672,"2022-07-30",Суббота,Выходной день
1673,"2022-07-31",Воскресенье,Выходной день
1674,"2022-08-01",Понедельник,Рабочий день
1675,"2022-08-02",Вторник,Рабочий день
1676,"2022-08-03",Среда,Рабочий день
1677,"2022-08-04",Четверг,Рабочий день
1678,"2022-08-05",Пятница,Рабочий день
1679,"2022-08-06",Суббота,Выходной день
1680,"2022-08-07",Воскресенье,Выходной день
1681,"2022-08-08",Понедельник,Рабочий день
1682,"2022-08-09",Вторник,Рабочий день
1683,"2022-08-10",Среда,Рабочий день
1684,"2022-08-11",Четверг,Рабочий день
1685,"2022-08-12",Пятница,Рабочий день
1686,"2022-08-13",Суббота,Выходной день
1687,"2022-08-14",Воскресенье,Выходной день
1688,"2022-08-15",Понедельник,Рабочий день
1689,"2022-08-16",Вторник,Рабочий день
1690,"2022-08-17",Среда,Рабочий день
1691,"2022-08-18",Четверг,Рабочий день
1692,"2022-08-19",Пятница,Рабочий день
1693,"2022-08-20",Суббота,Выходной день
1694,"2022-08-21",Воскресенье,Выходной день
1695,"2022-08-22",Понедельник,Рабочий день
1696,"2022-08-23",Вторник,Рабочий день
1697,"2022-08-24",Среда,Рабочий день
1698,"2022-08-25",Четверг,Рабочий день
1699,"2022-08-26",Пятница,Рабочий день
1700,"2022-08-27",Суббота,Выходной день
1701,"2022-08-28",Воскресенье,Выходной день
1702,"2022-08-29",Понедельник,Рабочий день
1703,"2022-08-30",Вторник,Рабочий день
1704,"2022-08-31",Среда,Рабочий день
1705,"2022-09-01",Четверг,Рабочий день
1706,"2022-09-02",Пятница,Рабочий день
1707,"2022-09-03",Суббота,Выходной день
1708,"2022-09-04",Воскресенье,Выходной день
1709,"2022-09-05",Понедельник,Рабочий день
1710,"2022-09-06",Вторник,Рабочий день
1711,"2022-09-07",Среда,Рабочий день
1712,"2022-09-08",Четверг,Рабочий день
1713,"2022-09-09",Пятница,Рабочий день
1714,"2022-09-10",Суббота,Выходной день
1715,"2022-09-11",Воскресенье,Выходной день
1716,"2022-09-12",Понедельник,Рабочий день
1717,"2022-09-13",Вторник,Рабочий день
1718,"2022-09-14",Среда,Рабочий день
1719,"2022-09-15",Четверг,Рабочий день
1720,"2022-09-16",Пятница,Рабочий день
1721,"2022-09-17",Суббота,Выходной день
1722,"2022-09-18",Воскресенье,Выходной день
1723,"2022-09-19",Понедельник,Рабочий день
1724,"2022-09-20",Вторник,Рабочий день
1725,"2022-09-21",Среда,Рабочий день
1726,"2022-09-22",Четверг,Рабочий день
1727,"2022-09-23",Пятница,Рабочий день
1728,"2022-09-24",Суббота,Выходной день
1729,"2022-09-25",Воскресенье,Выходной день
1730,"2022-09-26",Понедельник,Рабочий день
1731,"2022-09-27",Вторник,Рабочий день
1732,"2022-09-28",Среда,Рабочий день
1733,"2022-09-29",Четверг,Рабочий день
1734,"2022-09-30",Пятница,Рабочий день
1735,"2022-10-01",Суббота,Выходной день
1736,"2022-10-02",Воскресенье,Выходной день
1737,"2022-10-03",Понедельник,Рабочий день
1738,"2022-10-04",Вторник,Рабочий день
1739,"2022-10-05",Среда,Рабочий день
1740,"2022-10-06",Четверг,Рабочий день
1741,"2022-10-07",Пятница,Рабочий день
1742,"2022-10-08",Суббота,Выходной день
1743,"2022-10-09",Воскресенье,Выходной день
1744,"2022-10-10",Понедельник,Рабочий день
1745,"2022-10-11",Вторник,Рабочий день
1746,"2022-10-12",Среда,Рабочий день
1747,"2022-10-13",Четверг,Рабочий день
1748,"2022-10-14",Пятница,Рабочий день
1749,"2022-10-15",Суббота,Выходной день
1750,"2022-10-16",Воскресенье,Выходной день
1751,"2022-10-17",Понедельник,Рабочий день
1752,"2022-10-18",Вторник,Рабочий день
1753,"2022-10-19",Среда,Рабочий день
1754,"2022-10-20",Четверг,Рабочий день
1755,"2022-10-21",Пятница,Рабочий день
1756,"2022-10-22",Суббота,Выходной день
1757,"2022-10-23",Воскресенье,Выходной день
1758,"2022-10-24",Понедельник,Рабочий день
1759,"2022-10-25",Вторник,Рабочий день
1760,"2022-10-26",Среда,Рабочий день
1761,"2022-10-27",Четверг,Рабочий день
1762,"2022-10-28",Пятница,Рабочий день
1763,"2022-10-29",Суббота,Выходной день
1764,"2022-10-30",Воскресенье,Выходной день
1765,"2022-10-31",Понедельник,Рабочий день
1766,"2022-11-01",Вторник,Рабочий день
1767,"2022-11-02",Среда,Рабочий день
1768,"2022-11-03",Четверг,Рабочий день
1769,"2022-11-04",Пятница,Праздник
1770,"2022-11-05",Суббота,Выходной день
1771,"2022-11-06",Воскресенье,Выходной день
1772,"2022-11-07",Понедельник,Рабочий день
1773,"2022-11-08",Вторник,Рабочий день
1774,"2022-11-09",Среда,Рабочий день
1775,"2022-11-10",Четверг,Рабочий день
1776,"2022-11-11",Пятница,Рабочий день
1777,"2022-11-12",Суббота,Выходной день
1778,"2022-11-13",Воскресенье,Выходной день
1779,"2022-11-14",Понедельник,Рабочий день
1780,"2022-11-15",Вторник,Рабочий день
1781,"2022-11-16",Среда,Рабочий день
1782,"2022-11-17",Четверг,Рабочий день
1783,"2022-11-18",Пятница,Рабочий день
1784,"2022-11-19",Суббота,Выходной день
1785,"2022-11-20",Воскресенье,Выходной день
1786,"2022-11-21",Понедельник,Рабочий день
1787,"2022-11-22",Вторник,Рабочий день
1788,"2022-11-23",Среда,Рабочий день
1789,"2022-11-24",Четверг,Рабочий день
1790,"2022-11-25",Пятница,Рабочий день
1791,"2022-11-26",Суббота,Выходной день
1792,"2022-11-27",Воскресенье,Выходной день
1793,"2022-11-28",Понедельник,Рабочий день
1794,"2022-11-29",Вторник,Рабочий день
1795,"2022-11-30",Среда,Рабочий день
1796,"2022-12-01",Четверг,Рабочий день
1797,"2022-12-02",Пятница,Рабочий день
1798,"2022-12-03",Суббота,Выходной день
1799,"2022-12-04",Воскресенье,Выходной день
1800,"2022-12-05",Понедельник,Рабочий день
1801,"2022-12-06",Вторник,Рабочий день
1802,"2022-12-07",Среда,Рабочий день
1803,"2022-12-08",Четверг,Рабочий день
1804,"2022-12-09",Пятница,Рабочий день
1805,"2022-12-10",Суббота,Выходной день
1806,"2022-12-11",Воскресенье,Выходной день
1807,"2022-12-12",Понедельник,Рабочий день
1808,"2022-12-13",Вторник,Рабочий день
1809,"2022-12-14",Среда,Рабочий день
1810,"2022-12-15",Четверг,Рабочий день
1811,"2022-12-16",Пятница,Рабочий день
1812,"2022-12-17",Суббота,Выходной день
1813,"2022-12-18",Воскресенье,Выходной день
1814,"2022-12-19",Понедельник,Рабочий день
1815,"2022-12-20",Вторник,Рабочий день
1816,"2022-12-21",Среда,Рабочий день
1817,"2022-12-22",Четверг,Рабочий день
1818,"2022-12-23",Пятница,Рабочий день
1819,"2022-12-24",Суббота,Выходной день
1820,"2022-12-25",Воскресенье,Выходной день
1821,"2022-12-26",Понедельник,Рабочий день
1822,"2022-12-27",Вторник,Рабочий день
1823,"2022-12-28",Среда,Рабочий день
1824,"2022-12-29",Четверг,Рабочий день
1825,"2022-12-30",Пятница,Рабочий день
1826,"2022-12-31",Суббота,Выходной день
1827,"2023-01-01",Воскресенье,Праздник
1828,"2023-01-02",Понедельник,Праздник
1829,"2023-01-03",Вторник,Праздник
1830,"2023-01-04",Среда,Праздник
1831,"2023-01-05",Четверг,Праздник
1832,"2023-01-06",Пятница,Праздник
1833,"2023-01-07",Суббота,Праздник
1834,"2023-01-08",Воскресенье,Праздник
1835,"2023-01-09",Понедельник,Рабочий день
1836,"2023-01-10",Вторник,Рабочий день
1837,"2023-01-11",Среда,Рабочий день
1838,"2023-01-12",Четверг,Рабочий день
1839,"2023-01-13",Пятница,Рабочий день
1840,"2023-01-14",Суббота,Выходной день
1841,"2023-01-15",Воскресенье,Выходной день
1842,"2023-01-16",Понедельник,Рабочий день
1843,"2023-01-17",Вторник,Рабочий день
1844,"2023-01-18",Среда,Рабочий день
1845,"2023-01-19",Четверг,Рабочий день
1846,"2023-01-20",Пятница,Рабочий день
1847,"2023-01-21",Суббота,Выходной день
1848,"2023-01-22",Воскресенье,Выходной день
1849,"2023-01-23",Понедельник,Рабочий день
1850,"2023-01-24",Вторник,Рабочий день
1851,"2023-01-25",Среда,Рабочий день
1852,"2023-01-26",Четверг,Рабочий день
1853,"2023-01-27",Пятница,Рабочий день
1854,"2023-01-28",Суббота,Выходной день
1855,"2023-01-29",Воскресенье,Выходной день
1856,"2023-01-30",Понедельник,Рабочий день
1857,"2023-01-31",Вторник,Рабочий день
1858,"2023-02-01",Среда,Рабочий день
1859,"2023-02-02",Четверг,Рабочий день
1860,"2023-02-03",Пятница,Рабочий день
1861,"2023-02-04",Суббота,Выходной день
1862,"2023-02-05",Воскресенье,Выходной день
1863,"2023-02-06",Понедельник,Рабочий день
1864,"2023-02-07",Вторник,Рабочий день
1865,"2023-02-08",Среда,Рабочий день
1866,"2023-02-09",Четверг,Рабочий день
1867,"2023-02-10",Пятница,Рабочий день
1868,"2023-02-11",Суббота,Выходной день
1869,"2023-02-12",Воскресенье,Выходной день
1870,"2023-02-13",Понедельник,Рабочий день
1871,"2023-02-14",Вторник,Рабочий день
1872,"2023-02-15",Среда,Рабочий день
1873,"2023-02-16",Четверг,Рабочий день
1874,"2023-02-17",Пятница,Рабочий день
1875,"2023-02-18",Суббота,Выходной день
1876,"2023-02-19",Воскресенье,Выходной день
1877,"2023-02-20",Понедельник,Рабочий день
1878,"2023-02-21",Вторник,Рабочий день
1879,"2023-02-22",Среда,Рабочий день
1880,"2023-02-23",Четверг,Праздник
1881,"2023-02-24",Пятница,Выходной день
1882,"2023-02-25",Суббота,Выходной день
1883,"2023-02-26",Воскресенье,Выходной день
1884,"2023-02-27",Понедельник,Рабочий день
1885,"2023-02-28",Вторник,Рабочий день
1886,"2023-03-01",Среда,Рабочий день
1887,"2023-03-02",Четверг,Рабочий день
1888,"2023-03-03",Пятница,Рабочий день
1889,"2023-03-04",Суббота,Выходной день
1890,"2023-03-05",Воскресенье,Выходной день
1891,"2023-03-06",Понедельник,Рабочий день
1892,"2023-03-07",Вторник,Рабочий день
1893,"2023-03-08",Среда,Праздник
1894,"2023-03-09",Четверг,Рабочий день
1895,"2023-03-10",Пятница,Рабочий день
1896,"2023-03-11",Суббота,Выходной день
1897,"2023-03-12",Воскресенье,Выходной день
1898,"2023-03-13",Понедельник,Рабочий день
1899,"2023-03-14",Вторник,Рабочий день
1900,"2023-03-15",Среда,Рабочий день
1901,"2023-03-16",Четверг,Рабочий день
1902,"2023-03-17",Пятница,Рабочий день
1903,"2023-03-18",Суббота,Выходной день
1904,"2023-03-19",Воскресенье,Выходной день
1905,"2023-03-20",Понедельник,Рабочий день
1906,"2023-03-21",Вторник,Рабочий день
1907,"2023-03-22",Среда,Рабочий день
1908,"2023-03-23",Четверг,Рабочий день
1909,"2023-03-24",Пятница,Рабочий день
1910,"2023-03-25",Суббота,Выходной день
1911,"2023-03-26",Воскресенье,Выходной день
1912,"2023-03-27",Понедельник,Рабочий день
1913,"2023-03-28",Вторник,Рабочий день
1914,"2023-03-29",Среда,Рабочий день
1915,"2023-03-30",Четверг,Рабочий день
1916,"2023-03-31",Пятница,Рабочий день
1917,"2023-04-01",Суббота,Выходной день
1918,"2023-04-02",Воскресенье,Выходной день
1919,"2023-04-03",Понедельник,Рабочий день
1920,"2023-04-04",Вторник,Рабочий день
1921,"2023-04-05",Среда,Рабочий день
1922,"2023-04-06",Четверг,Рабочий день
1923,"2023-04-07",Пятница,Рабочий день
1924,"2023-04-08",Суббота,Выходной день
1925,"2023-04-09",Воскресенье,Выходной день
1926,"2023-04-10",Понедельник,Рабочий день
1927,"2023-04-11",Вторник,Рабочий день
1928,"2023-04-12",Среда,Рабочий день
1929,"2023-04-13",Четверг,Рабочий день
1930,"2023-04-14",Пятница,Рабочий день
1931,"2023-04-15",Суббота,Выходной день
1932,"2023-04-16",Воскресенье,Выходной день
1933,"2023-04-17",Понедельник,Рабочий день
1934,"2023-04-18",Вторник,Рабочий день
1935,"2023-04-19",Среда,Рабочий день
1936,"2023-04-20",Четверг,Рабочий день
1937,"2023-04-21",Пятница,Рабочий день
1938,"2023-04-22",Суббота,Выходной день
1939,"2023-04-23",Воскресенье,Выходной день
1940,"2023-04-24",Понедельник,Рабочий день
1941,"2023-04-25",Вторник,Рабочий день
1942,"2023-04-26",Среда,Рабочий день
1943,"2023-04-27",Четверг,Рабочий день
1944,"2023-04-28",Пятница,Рабочий день
1945,"2023-04-29",Суббота,Выходной день
1946,"2023-04-30",Воскресенье,Выходной день
1947,"2023-05-01",Понедельник,Праздник
1948,"2023-05-02",Вторник,Рабочий день
1949,"2023-05-03",Среда,Рабочий день
1950,"2023-05-04",Четверг,Рабочий день
1951,"2023-05-05",Пятница,Рабочий день
1952,"2023-05-06",Суббота,Выходной день
1953,"2023-05-07",Воскресенье,Выходной день
1954,"2023-05-08",Понедельник,Праздник
1955,"2023-05-09",Вторник,Праздник
1956,"2023-05-10",Среда,Рабочий день
1957,"2023-05-11",Четверг,Рабочий день
1958,"2023-05-12",Пятница,Праздник
1959,"2023-05-13",Суббота,Выходной день
1960,"2023-05-14",Воскресенье,Выходной день
1961,"2023-05-15",Понедельник,Рабочий день
1962,"2023-05-16",Вторник,Рабочий день
1963,"2023-05-17",Среда,Рабочий день
1964,"2023-05-18",Четверг,Рабочий день
1965,"2023-05-19",Пятница,Рабочий день
1966,"2023-05-20",Суббота,Выходной день
1967,"2023-05-21",Воскресенье,Выходной день
1968,"2023-05-22",Понедельник,Рабочий день
1969,"2023-05-23",Вторник,Рабочий день
1970,"2023-05-24",Среда,Рабочий день
1971,"2023-05-25",Четверг,Рабочий день
1972,"2023-05-26",Пятница,Рабочий день
1973,"2023-05-27",Суббота,Выходной день
1974,"2023-05-28",Воскресенье,Выходной день
1975,"2023-05-29",Понедельник,Рабочий день
1976,"2023-05-30",Вторник,Рабочий день
1977,"2023-05-31",Среда,Рабочий день
1978,"2023-06-01",Четверг,Рабочий день
1979,"2023-06-02",Пятница,Рабочий день
1980,"2023-06-03",Суббота,Выходной день
1981,"2023-06-04",Воскресенье,Выходной день
1982,"2023-06-05",Понедельник,Рабочий день
1983,"2023-06-06",Вторник,Рабочий день
1984,"2023-06-07",Среда,Рабочий день
1985,"2023-06-08",Четверг,Рабочий день
1986,"2023-06-09",Пятница,Рабочий день
1987,"2023-06-10",Суббота,Выходной день
1988,"2023-06-11",Воскресенье,Выходной день
1989,"2023-06-12",Понедельник,Рабочий день
1990,"2023-06-13",Вторник,Рабочий день
1991,"2023-06-14",Среда,Рабочий день
1992,"2023-06-15",Четверг,Рабочий день
1993,"2023-06-16",Пятница,Рабочий день
1994,"2023-06-17",Суббота,Выходной день
1995,"2023-06-18",Воскресенье,Выходной день
1996,"2023-06-19",Понедельник,Рабочий день
1997,"2023-06-20",Вторник,Рабочий день
1998,"2023-06-21",Среда,Рабочий день
1999,"2023-06-22",Четверг,Рабочий день
2000,"2023-06-23",Пятница,Рабочий день
2001,"2023-06-24",Суббота,Выходной день
2002,"2023-06-25",Воскресенье,Выходной день
2003,"2023-06-26",Понедельник,Рабочий день
2004,"2023-06-27",Вторник,Рабочий день
2005,"2023-06-28",Среда,Рабочий день
2006,"2023-06-29",Четверг,Рабочий день
2007,"2023-06-30",Пятница,Рабочий день
2008,"2023-07-01",Суббота,Выходной день
2009,"2023-07-02",Воскресенье,Выходной день
2010,"2023-07-03",Понедельник,Рабочий день
2011,"2023-07-04",Вторник,Рабочий день
2012,"2023-07-05",Среда,Рабочий день
2013,"2023-07-06",Четверг,Рабочий день
2014,"2023-07-07",Пятница,Рабочий день
2015,"2023-07-08",Суббота,Выходной день
2016,"2023-07-09",Воскресенье,Выходной день
2017,"2023-07-10",Понедельник,Рабочий день
2018,"2023-07-11",Вторник,Рабочий день
2019,"2023-07-12",Среда,Рабочий день
2020,"2023-07-13",Четверг,Рабочий день
2021,"2023-07-14",Пятница,Рабочий день
2022,"2023-07-15",Суббота,Выходной день
2023,"2023-07-16",Воскресенье,Выходной день
2024,"2023-07-17",Понедельник,Рабочий день
2025,"2023-07-18",Вторник,Рабочий день
2026,"2023-07-19",Среда,Рабочий день
2027,"2023-07-20",Четверг,Рабочий день
2028,"2023-07-21",Пятница,Рабочий день
2029,"2023-07-22",Суббота,Выходной день
2030,"2023-07-23",Воскресенье,Выходной день
2031,"2023-07-24",Понедельник,Рабочий день
2032,"2023-07-25",Вторник,Рабочий день
2033,"2023-07-26",Среда,Рабочий день
2034,"2023-07-27",Четверг,Рабочий день
2035,"2023-07-28",Пятница,Рабочий день
2036,"2023-07-29",Суббота,Выходной день
2037,"2023-07-30",Воскресенье,Выходной день
2038,"2023-07-31",Понедельник,Рабочий день
2039,"2023-08-01",Вторник,Рабочий день
2040,"2023-08-02",Среда,Рабочий день
2041,"2023-08-03",Четверг,Рабочий день
2042,"2023-08-04",Пятница,Рабочий день
2043,"2023-08-05",Суббота,Выходной день
2044,"2023-08-06",Воскресенье,Выходной день
2045,"2023-08-07",Понедельник,Рабочий день
2046,"2023-08-08",Вторник,Рабочий день
2047,"2023-08-09",Среда,Рабочий день
2048,"2023-08-10",Четверг,Рабочий день
2049,"2023-08-11",Пятница,Рабочий день
2050,"2023-08-12",Суббота,Выходной день
2051,"2023-08-13",Воскресенье,Выходной день
2052,"2023-08-14",Понедельник,Рабочий день
2053,"2023-08-15",Вторник,Рабочий день
2054,"2023-08-16",Среда,Рабочий день
2055,"2023-08-17",Четверг,Рабочий день
2056,"2023-08-18",Пятница,Рабочий день
2057,"2023-08-19",Суббота,Выходной день
2058,"2023-08-20",Воскресенье,Выходной день
2059,"2023-08-21",Понедельник,Рабочий день
2060,"2023-08-22",Вторник,Рабочий день
2061,"2023-08-23",Среда,Рабочий день
2062,"2023-08-24",Четверг,Рабочий день
2063,"2023-08-25",Пятница,Рабочий день
2064,"2023-08-26",Суббота,Выходной день
2065,"2023-08-27",Воскресенье,Выходной день
2066,"2023-08-28",Понедельник,Рабочий день
2067,"2023-08-29",Вторник,Рабочий день
2068,"2023-08-30",Среда,Рабочий день
2069,"2023-08-31",Четверг,Рабочий день
2070,"2023-09-01",Пятница,Рабочий день
2071,"2023-09-02",Суббота,Выходной день
2072,"2023-09-03",Воскресенье,Выходной день
2073,"2023-09-04",Понедельник,Рабочий день
2074,"2023-09-05",Вторник,Рабочий день
2075,"2023-09-06",Среда,Рабочий день
2076,"2023-09-07",Четверг,Рабочий день
2077,"2023-09-08",Пятница,Рабочий день
2078,"2023-09-09",Суббота,Выходной день
2079,"2023-09-10",Воскресенье,Выходной день
2080,"2023-09-11",Понедельник,Рабочий день
2081,"2023-09-12",Вторник,Рабочий день
2082,"2023-09-13",Среда,Рабочий день
2083,"2023-09-14",Четверг,Рабочий день
2084,"2023-09-15",Пятница,Рабочий день
2085,"2023-09-16",Суббота,Выходной день
2086,"2023-09-17",Воскресенье,Выходной день
2087,"2023-09-18",Понедельник,Рабочий день
2088,"2023-09-19",Вторник,Рабочий день
2089,"2023-09-20",Среда,Рабочий день
2090,"2023-09-21",Четверг,Рабочий день
2091,"2023-09-22",Пятница,Рабочий день
2092,"2023-09-23",Суббота,Выходной день
2093,"2023-09-24",Воскресенье,Выходной день
2094,"2023-09-25",Понедельник,Рабочий день
2095,"2023-09-26",Вторник,Рабочий день
2096,"2023-09-27",Среда,Рабочий день
2097,"2023-09-28",Четверг,Рабочий день
2098,"2023-09-29",Пятница,Рабочий день
2099,"2023-09-30",Суббота,Выходной день
2100,"2023-10-01",Воскресенье,Выходной день
2101,"2023-10-02",Понедельник,Рабочий день
2102,"2023-10-03",Вторник,Рабочий день
2103,"2023-10-04",Среда,Рабочий день
2104,"2023-10-05",Четверг,Рабочий день
2105,"2023-10-06",Пятница,Рабочий день
2106,"2023-10-07",Суббота,Выходной день
2107,"2023-10-08",Воскресенье,Выходной день
2108,"2023-10-09",Понедельник,Рабочий день
2109,"2023-10-10",Вторник,Рабочий день
2110,"2023-10-11",Среда,Рабочий день
2111,"2023-10-12",Четверг,Рабочий день
2112,"2023-10-13",Пятница,Рабочий день
2113,"2023-10-14",Суббота,Выходной день
2114,"2023-10-15",Воскресенье,Выходной день
2115,"2023-10-16",Понедельник,Рабочий день
2116,"2023-10-17",Вторник,Рабочий день
2117,"2023-10-18",Среда,Рабочий день
2118,"2023-10-19",Четверг,Рабочий день
2119,"2023-10-20",Пятница,Рабочий день
2120,"2023-10-21",Суббота,Выходной день
2121,"2023-10-22",Воскресенье,Выходной день
2122,"2023-10-23",Понедельник,Рабочий день
2123,"2023-10-24",Вторник,Рабочий день
2124,"2023-10-25",Среда,Рабочий день
2125,"2023-10-26",Четверг,Рабочий день
2126,"2023-10-27",Пятница,Рабочий день
2127,"2023-10-28",Суббота,Выходной день
2128,"2023-10-29",Воскресенье,Выходной день
2129,"2023-10-30",Понедельник,Рабочий день
2130,"2023-10-31",Вторник,Рабочий день
2131,"2023-11-01",Среда,Рабочий день
2132,"2023-11-02",Четверг,Рабочий день
2133,"2023-11-03",Пятница,Рабочий день
2134,"2023-11-04",Суббота,Выходной день
2135,"2023-11-05",Воскресенье,Выходной день
2136,"2023-11-06",Понедельник,Праздник
2137,"2023-11-07",Вторник,Рабочий день
2138,"2023-11-08",Среда,Рабочий день
2139,"2023-11-09",Четверг,Рабочий день
2140,"2023-11-10",Пятница,Рабочий день
2141,"2023-11-11",Суббота,Выходной день
2142,"2023-11-12",Воскресенье,Выходной день
2143,"2023-11-13",Понедельник,Рабочий день
2144,"2023-11-14",Вторник,Рабочий день
2145,"2023-11-15",Среда,Рабочий день
2146,"2023-11-16",Четверг,Рабочий день
2147,"2023-11-17",Пятница,Рабочий день
2148,"2023-11-18",Суббота,Выходной день
2149,"2023-11-19",Воскресенье,Выходной день
2150,"2023-11-20",Понедельник,Рабочий день
2151,"2023-11-21",Вторник,Рабочий день
2152,"2023-11-22",Среда,Рабочий день
2153,"2023-11-23",Четверг,Рабочий день
2154,"2023-11-24",Пятница,Рабочий день
2155,"2023-11-25",Суббота,Выходной день
2156,"2023-11-26",Воскресенье,Выходной день
2157,"2023-11-27",Понедельник,Рабочий день
2158,"2023-11-28",Вторник,Рабочий день
2159,"2023-11-29",Среда,Рабочий день
2160,"2023-11-30",Четверг,Рабочий день
2161,"2023-12-01",Пятница,Рабочий день
2162,"2023-12-02",Суббота,Выходной день
2163,"2023-12-03",Воскресенье,Выходной день
2164,"2023-12-04",Понедельник,Рабочий день
2165,"2023-12-05",Вторник,Рабочий день
2166,"2023-12-06",Среда,Рабочий день
2167,"2023-12-07",Четверг,Рабочий день
2168,"2023-12-08",Пятница,Рабочий день
2169,"2023-12-09",Суббота,Выходной день
2170,"2023-12-10",Воскресенье,Выходной день
2171,"2023-12-11",Понедельник,Рабочий день
2172,"2023-12-12",Вторник,Рабочий день
2173,"2023-12-13",Среда,Рабочий день
2174,"2023-12-14",Четверг,Рабочий день
2175,"2023-12-15",Пятница,Рабочий день
2176,"2023-12-16",Суббота,Выходной день
2177,"2023-12-17",Воскресенье,Выходной день
2178,"2023-12-18",Понедельник,Рабочий день
2179,"2023-12-19",Вторник,Рабочий день
2180,"2023-12-20",Среда,Рабочий день
2181,"2023-12-21",Четверг,Рабочий день
2182,"2023-12-22",Пятница,Рабочий день
2183,"2023-12-23",Суббота,Выходной день
2184,"2023-12-24",Воскресенье,Выходной день
2185,"2023-12-25",Понедельник,Рабочий день
2186,"2023-12-26",Вторник,Рабочий день
2187,"2023-12-27",Среда,Рабочий день
2188,"2023-12-28",Четверг,Рабочий день
2189,"2023-12-29",Пятница,Рабочий день
2190,"2023-12-30",Суббота,Выходной день
2191,"2023-12-31",Воскресенье,Выходной день
